REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,COMPANY_NM,STDR_STND,IMAGE_URL
20150522,브라이트아이,① 직사광선을 피하고 서늘한 곳에 보관,세포보호,"이미, 이취가 없고 고유의 향미가 있는 적갈색의 내용물을 함유한 투명한 연질캡슐","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하",제조일로부터 18개월,베타카로틴:표시량(3.6mg/500mg)의 80~150%,올가홀푸드,"500mgx60캅셀/1병(30g), 500mgx60캅셀x2병/1세트(60g), 500mgx120캅셀/1병(60g), 500mgx120캅셀x2병/1세트(120g)",http://img.danawa.com/prod_img/500000/271/877/img/5877271_1.jpg?shrink=160:160&_v=20180403142303
20181212,브리오 쏘팔메토 옥타코사놀 맥스,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 어린이의 손이 닿지 않는 곳에 보관하십시오.","세포보호
면역기능
전립선건강
지구력증진","이미, 이취가 없고 고유의 향미가 있는 흐린 노란 주황색의 내용물을 함유한 진한 적색의 연질캡슐","① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하",제조일로부터 24개월,"로르산:표시량(115mg/950mg)의 80~120%
옥타코사놀:표시량(16mg/950mg)의 80~120%
아연:표시량(8.5mg/950mg)의 80~150%",브리오,"950 mg × 10,15,20,30,40,60,80,90,100,120,140,180,200,240,300,360캡슐 등",http://img.danawa.com/prod_img/500000/807/982/img/5982807_1.jpg?shrink=500:500
20150522,비오비천 프리미엄,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오","세포보호
면역기능
장건강","이미, 이취가 없고 고유의 향미가 있는 미백색의 분말을 함유한 경질캡슐","① 질환이 있거나 의약품 복용 시 전문가와 상담하십시오.
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있습니다.
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도해 주십시오.
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오.
⑤ 제품 개봉 시 포장재에 의해 상처를 입을 수 있으니 주의하십시오.","1일 1회, 1회 1캡슐씩 물과 함께 섭취하십시오","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하",제조일로부터 18개월,"프로바이오틱스 수:표시량 (10,000,000,000 CFU/500mg (1캡슐)) 이상
아연:표시량 (8.5mg/500mg)의 80 ~ 150%
셀레늄:표시량의 (16.5ug/500mg)의 80 ~ 150%",일동제약,"500mg x 1C (0.5g), 4C, 5C, 6C, 10C, 12C, 20C, 28C, 30C, 60C, 90C, 120C, 200C, 240C, 300C, 360C",http://img.danawa.com/prod_img/500000/934/125/img/3125934_1.jpg?shrink=500:500&_v=20180604151239
20170413,비젼업 루테인,① 직사광선을 피하고 서늘한 곳에 보관 및 유통(실온),"눈건강
세포보호
뼈형성",주황색 내용물을 함유한 어두운 갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐씩 물과 함께 섭취","헥산(mg/kg):5.0 이하
초산에틸(mg/kg):50.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",24개월,"루테인:표시량(20mg/500mg)의 80%~120%
비타민E:표시량(11 mg α-TE/500mg)의 80%~150%
비타민D:표시량(5㎍/500mg)의 80~180%",넥스트BT,"500mg[30캡슐(15g), 60캡슐(30g), 90캡슐(45g), 120캡슐(60g), 150캡슐(75g), 180캡슐(90g), 240캡슐(120g), 300캡슐(150g), 360캡슐(180g)]",http://img.danawa.com/prod_img/500000/300/475/img/6475300_1.jpg?shrink=160:160&_v=20190328143723
20150522,셀립라이프타임가족유산균,"① 직사광선을 피하여 서늘한 곳에 보존하고, 유통 중 흡습되지 않도록 포장의 파손 등에 주의하여야 한다.",장건강,"이미, 이취가 없는 연보라색의 분말","① 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
② 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
③ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
④ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑤ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.
⑥ 알레르기 반응이 나타나는 경우에는 섭취 중단","1일 3회, 1회 1포를 섭취하세요.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"프로바이오틱스 수:120,000,000cfu/6,000mg",셀립,"60g(2,000mg×30포), 120g(2,000mg×60포), 180g(2,000mg×90포), 200g(2,000mg×100포), 240g(2,000mg×120포), 300g(2,000mg×150포), 360g(2,000mg×180포) 등",http://img.danawa.com/prod_img/500000/017/796/img/3796017_1.jpg?shrink=500:500&_v=20170316133914
20160510,수용성비타민 앤 밀크씨슬,① 직사광선 및 고온.다습한 곳을 피해 서늘하고 건조한 곳에 보관하십시오,"에너지생성
세포보호
간건강
엽산대사","이미, 이취가 없고 고유의 향미가 있는갈색 코팅정제","① 알레르기 반응이 나타나는 경우에는 섭취 중단 
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1정씩 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하",24개월,"실리마린:표시량의 80~120% [표시량 : 130mg/1,000mg]
나이아신:80~150% [표시량 : 15mgNE/1,000mg]
비타민B1:표시량의 80~180% [표시량 : 1.2mg/1,000mg]
비타민B2:표시량의 80~180% [표시량 : 1.4mg/1,000mg]
비타민B6:표시량의 80~150% [표시량 : 1.5mg/1,000mg]
비타민B12:표시량의 80~180% [표시량 : 2.4ug/1,000mg]
비타민C:표시량의 80~150% [표시량 : 100mg/1,000mg]",종근당,"60g[1,000mg×6정×10PTP]",http://img.danawa.com/prod_img/500000/291/660/img/9660291_1.jpg?shrink=500:500&_v=20191014115442
20160613,슈퍼 루테인 비젼,"① 직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","눈건강
세포보호
뼈형성",붉은색의 내용물을 함유한 흑갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취","납(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 24개월까지,"루테인:표시량의 80 ~ 120 % (표시량 20 mg / 500 mg)
베타카로틴:표시량의 80 ~ 150 % (표시량 1.62 mg / 500 mg)
비타민A:표시량의 80 ~ 150 % (표시량 700 ㎍RE / 500 mg)
비타민D:표시량의 80 ~ 180 % (표시량 5 ㎍ / 500 mg)
비타민E:표시량의 80 ~ 150 % (표시량 10.7 mgα-TE / 500 mg)",종근당건강,"500 mg x 10, 20, 30, 40, 45, 50, 60, 90, 100, 112, 120, 150, 160, 180, 200, 210, 240, 270, 300, 330, 360, 400, 420, 450, 480, 540, 600, 720 캡슐",http://img.danawa.com/prod_img/500000/645/147/img/3147645_1.jpg?shrink=160:160&_v=20180323110604
20160707,슈퍼 밀크씨슬,"① 직사광선, 고온, 습기를 피하여 서늘한 곳에 보관하십시오
② 제품 개봉 후 보관시 흡습방지를 위해 뚜껑을 꼭 닫아야 함","에너지생성
간건강
엽산대사","미황색 제피정제로 이미, 이취가 없다.미황색 제피정제","① 알레르기 반응이 나타나는 경우에는 섭취 중단 
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1정을 물과 함께 섭취","헥산(mg/kg):5.0 이하
초산에틸(mg/kg):50.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"실리마린:표시량(130.00mg/1,000mg)의 80~120%
비타민B1:표시량(1.20mg/1,000mg)의 80~180%
비타민B2:표시량(1.40mg/1,000mg)의 80~180%
비타민B6:표시량(1.50mg/1,000mg)의 80~150%
나이아신:표시량(15.00mgNE/1,000mg)의 80~150%
판토텐산:표시량(5.00mg/1,000mg)의 80~180%
비타민B12:표시량(2.40ug/1,000mg)의 80~180%",종근당건강,"1,000mg×30정(30g), 60정(60g), 90정(90g), 120정(120g), 150정(150g), 180정(180g), 210정(210g), 240정(240g), 270정(270g), 300정(300g), 등",http://img.danawa.com/prod_img/500000/114/919/img/5919114_1.jpg?shrink=500:500&_v=20180410085842
20170214,시원하다 전립쎈 프라임,"① 직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","에너지생성
세포보호
면역기능
뼈형성
전립선건강
혈행개선",황갈색의 내용물을 함유한 갈색투명의 연질캡슐,"① 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다. 
② 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있습니다.
③ 임산부, 수유부, 어린이 및 수술전후 환자는 섭취에 주의하십시오.
④ 의약품(항응고제) 복용 시 섭취에 주의하십시오.","1일 1회, 1회 1캡슐씩 충분한 물과 함께 섭취하십시오.","깅콜릭산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"로르산:표시량의 80 ~ 120 % (표시량 115 mg / 800 mg) 
플라보놀 배당체:표시량의 80 ~ 120 % (표시량 28.8 mg / 800 mg)
비타민E:표시량의 80 ~ 150 % (표시량 11 mgα-TE / 800 mg)
아연:표시량의 80 ~ 150 % (표시량 8.5 mg / 800 mg)
망간:표시량의 80 ~ 150% (표시량 3 mg / 800 mg)",종근당건강,"800 mg× 6, 10, 20, 30, 40, 50, 60, 90, 100, 110, 120, 150, 160, 180, 200, 210, 240, 270, 300, 330, 360, 400, 450, 480, 540, 600캡슐 등",http://img.danawa.com/prod_img/500000/377/574/img/5574377_1.jpg?shrink=500:500&_v=20180213133650
20180515,실리마린,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.",간건강,갈색의 내용물을 함유한 흑색의 연질캡슐,"① 알레르기 반응이 나타나는 경우에는 섭취 중단 
② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):0.5 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,실리마린:표시량(130mg/1000mg)의 80~120%,나우푸드,"1000mg x 1C (1.00g), 2C, 3C, 4C, 7C, 14C, 21C, 28C, 30C, 42C, 56C, 60C, 84C, 90C, 92C, 100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, …",http://img.danawa.com/prod_img/500000/985/218/img/4218985_1.jpg?shrink=500:500&_v=20180213165921
20150522,쏘팔메토 파워,"① 연질캡슐은 수분, 열에 의한 영향에 민감하므로 열원이나 직사광선을 피해 서늘한 곳에 보관하십시오.
② 어린이의 손이 닿지 않는 곳에 보관하십시오.","세포보호
면역기능
전립선건강",황색의 내용물을 함유한 갈색의 타원형 연질캡슐,"① 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",36개월,"Lauric acid:표시량(80mg/500mg)의 80~120%
아연 함량:표시량(3.89mg/500mg)의 80~150%",시카고헬스,"500mg × 15, 20, 30, 40, 45, 50, 60, 70, 80, 90, 100, 120, 180, 200 캡슐 등",http://img.danawa.com/prod_img/500000/257/885/img/5885257_1.jpg?shrink=500:500
20150522,쏘팔메토골드업,① 직사광선을 받지 않는 서늘한 곳에 보관하여야한다.,"에너지생성
세포보호
면역기능
뼈형성
전립선건강
지구력증진",황갈색의 내용물을 함유한 암갈색의 연질캅셀,"① 임산부, 수유여성은 섭취에 주의 
② 매스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음
③ 제품의 섭취 시 섭취량 및 섭취방법을 확인하고 섭취하여 주십시오.
④ 유통기한이 경과된 제품은 섭취하지 않도록 주의바랍니다.
⑤ 특정 성분에 알레르기가 있으신 분은 원재료명을 확인후 섭취하십시오.","1일 1회, 1회 1캅셀씩 충분한 물과 함께 드십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하",24개월,"Lauric acid:표시량(90mg/1캅셀, 1회 섭취기준)의 80~120%
옥타코사놀:표시량(10mg/1캅셀, 1회 섭취기준)의 80~120%
아연:표시량(3.6mg/1캅셀, 1회 섭취기준)의 80~150%
망간:표시량(0.9mg/1캅셀, 1회 섭취기준)의 80~150%",종근당건강,"500㎎× 15, 30, 45, 60, 90, 100, 120, 150, 180, 200, 210, 240, 300, 360, 480, 600 캅셀",http://img.danawa.com/prod_img/500000/212/930/img/1930212_1.jpg?shrink=160:160&_v=20180604163403
20150522,아이락루테인,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.
② 제품 개봉 후에는 인습되지 않게 밀봉하여 보관하십시오.",눈건강,적색의 점조성 내용물을 함유한 타원형의 암갈색 연질캅셀제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캅셀(0.5g)을 충분한 물과 함께 섭취.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",제조일로부터 36개월,루테인:표시량(20mg/0.5g)의 80.0~120.0%,알리코제약,"15g(500mg×30캅셀), 30g(60캅셀), 60g(120캅셀) 등",http://img.danawa.com/prod_img/500000/378/835/img/835378_1.jpg?shrink=160:160&_v=20181102114250
20150522,아이세이프 루테인,① 직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통,"눈건강
에너지생성
세포보호
면역기능","이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 적갈색의 연질캡슐","① 어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오. 
② 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.
③ 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하 
초산에틸(mg/kg):50.0 이하",제조일로부터 24개월,"루테인:표시량의 80~120% (표시량 20mg / 500mg)
베타카로틴:표시량의 80~150% (표시량 0.42mg / 500mg)
비타민C:표시량의 80~150% (표시량 31.5mg / 500mg)
셀렌:표시량의 80~150% (표시량 33ug / 500mg)
아연:표시량의 80~150% (표시량 5.1mg / 500mg)
비타민B2:표시량의 80~180%(표시량 0.42mg/ 500mg)",안국건강,"500mg×30, 45, 60, 90, 100, 120, 150, 180, 200, 210, 240, 270, 300, 330, 360,390, 450, 480, 540캡슐",http://img.danawa.com/prod_img/500000/908/150/img/3150908_1.jpg?shrink=160:160&_v=20180604144949
20150522,아이센스루테인플러스베타카로틴,"① 습기 및 열에 의해 품질에 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오. 
② 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오. 
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","눈건강
에너지생성
세포보호
면역기능","암적색 내용물을 함유한 적갈색의 연질캡슐로 이미, 이취가 없음","① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취.","납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):1.0 이하
총비소(mg/kg):1.0 이하
헥산(mg/kg):5.0 이하",24개월,"루테인:표시량(20mg/500mg)의 80~120%
베타카로틴:표시량(0.6mg/500mg)의 80~150%
비타민B1:표시량(0.6mg/500mg)의 80~180%
비타민B2:표시량(0.7mg/500mg)의 80~180%
아연:표시량(3.5mg/500mg)의 80~150%",중외제약,"500mg*6캡슐,  500mg*20캡슐, 500mg*30캡슐,  500mg*40캡슐,  500mg*50캡슐, 500mg*60캡슐,500mg*70캡슐, 500mg*80캡슐,  500mg*90캡슐, 500mg*100캡슐, 500mg*110캡슐, 500mg*120캡슐, 500mg*150캡슐, 500mg*240캡슐, 500mg*360캡슐",http://img.danawa.com/prod_img/500000/030/657/img/3657030_1.jpg?shrink=160:160&_v=20170216095322
20170413,아이시안 메가케어,"① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
② 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.
③ 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.
④ 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","눈건강
세포보호
혈행개선",빨간 주황색의 내용물을 함유한 갈흑색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일로부터 2년,"EPA와 DHA의 합:표시량(600mg/1200mg)의 80~120%
루테인:표시량(20mg/1200mg)의 80~120%
비타민E:표시량(11mg a-TE/1200mg)의 80~150%
비타민A:표시량(700ug RE/1200mg)의 80~150%",CJ제일제당,"600mg x 1C (0.6g), 2C, 4C, 8C, 12C, 16C, 28C, 32C, 36C, 40C, 56C, 60C, 64C, 68C, 80C, 84C, 100C, 112C, 120C, 168C, 180C, 200C, 224C, 240C, 252C, 400C, ….",http://img.danawa.com/prod_img/500000/202/875/img/8875202_1.jpg?shrink=160:160&_v=20190729115510
20150522,아이시안루테인,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.
② 제품 개봉 후에는 인습되지 않게 밀봉하여 보관하십시오.","눈건강
세포보호",적색의 점조성 내용물을 함유한 타원형의 암갈색 연질캅셀제,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담하여 주십시오.
③ 특이체질, 알레르기체질인 경우에는 의사와 상담 후 섭취여부를 결정하십시오.
④ 섭취량 및 섭취방법을 확인한 후 섭취하십시오.
⑤ 섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
⑦ 이상증상이 생길 경우 섭취를 중단하고, 전문의와 상담하시거나 고객상담실로 문의하시기 바랍니다.","1일 1회, 1회 1캅셀(0.5g)을 먹는 물과 함께 섭취.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일로부터 24개월,"루테인:표시량(20mg/0.5g,)80.0~120.0%
비타민E:표시량(3.3mg a-TE/0.5g)의 80.0~150.0%",CJ제일제당,"15g(500mg×30캅셀), 30g(60캅셀), 60g(120캅셀) 등",http://img.danawa.com/prod_img/500000/257/679/img/3679257_1.jpg?shrink=160:160&_v=20181101101519
20190327,아이시안루테인 비타민A 플러스케어,"① 제품은 직사광선을 피하고 실온에서 보관 유통하십시오.   
② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오.","눈건강
세포보호
면역기능",적갈색의 점조성 내용물을 함유한 암갈색의 연질캡슐,"① 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
② 임산부, 수유여성 및 어린이는 섭취에 주의하십시오.
③ 특정 성분에 알레르기가 있으신 분은 원료명 확인 후 섭취하십시오.
④ 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.
⑤ 질병치료 중인 분은 섭취 전 의사와 상담 후 섭취하십시오.","1일 1회, 1회 1캡슐(0.5g)을 충분한 물과 함께 섭취하십시오.","헥산(mg/kg):5.0 이하
납(mg/kg):1.0 이하
카드뮴(mg/kg):1.0 이하
총수은(mg/kg):0.5 이하
총비소(mg/kg):1.0 이하",제조일부터 24개월,"루테인:표시량(20 mg/0.5g)의 80~120%
셀렌:표시량(55 ㎍/0.5g)의 80~150%
비타민E:표시량(11 mg α-TE/0.5g)의 80~150%
아연:표시량(8.5 mg/0.5g)의 80~150%
비타민A:표시량(700 ㎍RE/0.5g)의 80~150%",CJ제일제당,"15.0g(500mg×30캡슐), 30.0g(60캡슐), 45.0g(90캡슐), 60.0g(120캡슐), 70.0g(140캡슐), 75.0g(150캡슐) 등",http://img.danawa.com/prod_img/500000/302/877/img/8877302_1.jpg?shrink=160:160&_v=20190729134420
